"number"	"Programme"	"Priority"	"Approved.Intervention.Rate"	"Grant.Award"	"total.actual.spend"	"Absorption.Capacity.2"	"Degree.Centrality"	"Eigenfactor"	"Betweenness.Centrality"	"Cohesive.Subgroup"	"LADC"	"ProjDC"	"BTC"	"EVC"	"Kcore"	"New.Type.Organisation"	"Type.Expenditure"	"Percentage.achieved"
"250"	249	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99996274	362319	578326	0	23	0.038100264	0.014001009	18	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	99.80966882
"251"	250	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99999989	205967.2	462927	0	8	0.032184158	0.005322529	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	73.79679144
"252"	251	"LUPS ESF"	"Priority 1: Progressing into Employment"	45	264069	564172	0	9	0.003010488	0.003155362	11	9	226	0.039839478	0.041399109	29	"Voluntary Sector"	"Capital"	79.82142857
"253"	252	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99954816	94612	207573.73	0	6	0.002955928	0.002040346	3	4	55	0.00413384	0.003606908	17	"Economic and Social Development Body"	"Capital"	108.3798883
"254"	253	"LUPS ESF"	"Priority 1: Progressing into Employment"	26.32537244	42074	137043	0	9	0.002224247	0.002077391	5	5	44	0.002853045	0.003249265	16	"Further Education"	"Capital"	110.0436681
"255"	254	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99999081	244759	571193	0	10	0.015526294	0.002180624	24	4	66	0.003217296	0.010394901	23	"Further Education"	"Capital"	141.7721519
"256"	255	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.43285921	128752	310341	0	19	0.002963292	0.005874072	5	4	55	0.001642688	0.002425652	18	"Voluntary Sector"	"Capital"	143.8679245
"257"	256	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99972726	131995	293254	0	14	0.022929166	0.00591862	18	5	25	0.000245438	0.001305889	12	"Voluntary Sector"	"Capital"	88.23529412
"258"	257	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.94924788	117043	266291	0	6	0.026839153	0.002431789	24	9	191	0.008410047	0.013876805	25	"Voluntary Sector"	"Capital"	98.95833333
"259"	258	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.98985236	67833	150723	0	8	0.001574357	0.002813558	2	9	191	0.008410047	0.013876805	25	"Voluntary Sector"	"Capital"	110.6060606
"260"	259	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99997438	87835	167478	0	13	0.0358269	0.005664687	18	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	82.80701754
"261"	260	"LUPS ESF"	"Priority 1: Progressing into Employment"	35.6279026	408817	1078378	0	12	0.006610687	0.004161834	13	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	87.25830441
"262"	261	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99998092	117931	261960	0	11	0.020047063	0.004087814	17	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	134.4186047
"263"	262	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00006188	109077	151483	0	14	0.027364692	0.008969446	18	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	110.2564103
"264"	263	"LUPS ESF"	"Priority 1: Progressing into Employment"	33.15675009	57019	146812	0	24	0.010057008	0.007661103	11	1	38	0.00031986	0.001760577	22	"Voluntary Sector"	"Capital"	102.4128686
"265"	264	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99958683	103468	236756	0	5	0.010791519	0.000523865	24	1	64	0.000903697	0.022224838	29	"Further Education"	"Capital"	101.5151515
"266"	265	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99974444	158472	351118.96	0	7	0.005664152	0.001281282	9	2	66	0.00406417	0.009985097	23	"Further Education"	"Capital"	121.4765101
"267"	266	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.94548747	107226	205969	0	17	0.028681504	0.00979797	24	2	39	0.000445769	0.004774406	18	"Voluntary Sector"	"Capital"	82.61802575
"268"	267	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00022867	68876	150384	0	1	0.000692195	0	5	2	48	0.001974872	0.010356932	23	"Further Education"	"Capital"	105.2356021
"269"	268	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00007797	173154	346281	0	9	0.066979307	0.006916567	24	3	109	0.014542478	0.024952719	23	"Further Education"	"Capital"	92.84090909
"270"	269	"LUPS ESF"	"Priority 1: Progressing into Employment"	31.47685177	51747	161502	0	4	0.001144251	0.003543146	3	4	9	0.003685123	0.000166758	3	"Voluntary Sector"	"Revenue"	84.04907975
"271"	270	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00002117	212572	422464	0	9	0.01405047	0.001613955	11	5	101	0.007210246	0.01782127	29	"Voluntary Sector"	"Capital"	109.929078
"272"	271	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99994143	192071	373865	0	19	0.00747625	0.005103305	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	100
"273"	272	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99996953	221556	399066.9	0	11	0.031189432	0.00368396	18	5	101	0.007210246	0.01782127	29	"Voluntary Sector"	"Capital"	88
"274"	273	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.9999175	218183	482080	0	7	0.003824443	0.00170533	7	8	188	0.016047518	0.043519698	27	"Voluntary Sector"	"Capital"	49.54495814
"275"	274	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99985677	172799	383772	0	15	0.003497878	0.006285125	11	9	226	0.039839478	0.041399109	29	"Voluntary Sector"	"Capital"	102.9577465
"276"	275	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99990599	335072	695828	0	18	0.012782764	0.00736632	8	1	70	0.001635719	0.012664089	23	"Further Education"	"Capital"	66.34854772
"277"	276	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99980608	92822	206272	0	12	0.030495546	0.005537081	24	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	30.27272727
"278"	277	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99969595	103601	230235	0	19	0.011693106	0.00806759	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	106.9444444
"279"	278	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99988326	96365	192698	0	16	0.000814479	0.007023825	3	1	31	0.000373882	0.003023996	18	"Further Education"	"Capital"	125.6136606
"280"	279	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99998949	214150	369394	0	14	0.028398727	0.009797903	24	5	63	0.008109401	0.010209599	22	"Voluntary Sector"	"Capital"	121.686747
"281"	280	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99989025	184518	346237	0	6	0.002194753	0.00166964	7	5	101	0.007210246	0.01782127	29	"Voluntary Sector"	"Capital"	89.77900552
"282"	281	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.89238049	269628	647661	0	17	0.002141203	0.006191346	5	3	45	0.001128224	0.00164734	18	"Voluntary Sector"	"Capital"	79.36802974
"283"	282	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00036654	61385	91623	0	5	0.001077802	0.001261004	13	1	12	0.000181817	0.001296206	10	"Government Department/Agencies"	"Capital"	134.2281879
"284"	283	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99987778	147272	0	0	6	0.015250248	0.002232703	16	1	23	0.000122233	0.001554245	18	"Voluntary Sector"	"Capital"	96.01901367
"285"	284	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99995716	525262	876867	0	9	0.039055326	0.005820193	24	6	353	0.066805192	0.176729842	36	"Government Department/Agencies"	"Capital"	34.45595855
"286"	285	"LUPS ESF"	"Priority 1: Progressing into Employment"	20.01207295	146863	733872	0	6	0.001424134	0.002161468	12	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	209.8214286
"287"	286	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.00000581	1184731	2366274.76	51.1614369	9	0.003790645	0.002190633	10	4	66	0.003217296	0.010394901	23	"Further Education"	"Capital"	111.7119302
"288"	287	"LUPS ESF"	"Priority 1: Progressing into Employment"	41.0000252	569353	1389705.32	86.55746778	4	0.002846705	0.000187532	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	104.7828823
"289"	288	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.56992721	312545	734062.79	99.98240106	6	0.005823261	0.001734361	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	92.53571429
"290"	289	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99988617	276725	614172.78	99.87426213	8	0.011851487	0.002861973	10	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	264.2105263
"291"	290	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99999292	317938	407988.24	42.92958392	7	0.013967209	0.002646768	10	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	81.32004981
"292"	291	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99999317	2343578	5318458.71	52.95754726	8	0.007676452	0.002222808	16	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	77.05970149
"293"	292	"LUPS ESF"	"Priority 1: Progressing into Employment"	43	821515	1925499.91	81.69547183	7	0.000782712	0.001713661	1	1	20	0.000334061	0.002085079	15	"Voluntary Sector"	"Capital"	95.48472776
"294"	293	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.70187887	246960	419590.36	41.28220686	6	0.001061397	0.00172753	1	1	32	0.000738323	0.00100883	16	"Voluntary Sector"	"Capital"	101.7412935
"295"	294	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.00002773	288547	719974.42	65.42537571	14	0.003532482	0.005237101	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	107.523511
"296"	295	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99996447	225151	599133.62	15.01859017	5	0.001323324	0.001633699	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	264.5833333
"297"	296	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00000555	4863102	9621529.74	89.0314231	4	0.005648923	0.001067571	1	10	124	0.012833128	0.068285551	26	"Local Authority"	"Capital"	80.08077612
"298"	297	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.88809036	194799	481455.38	37.0860094	10	0.005585915	0.001596832	11	3	25	0.000133923	0.005037739	19	"Voluntary Sector"	"Capital"	126.8965517
"299"	298	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.99986308	188434	423118.24	67.07984346	9	0.001370848	0.000906186	5	5	25	0.000245438	0.001305889	12	"Voluntary Sector"	"Capital"	112.0996441
"300"	299	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99973836	214031	534261.92	75.36036787	10	0.003906547	0.003449541	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	117.5635277
"301"	300	"LUPS ESF"	"Priority 1: Progressing into Employment"	41.7365001	1369787	3207212.58	81.49230537	12	0.016965455	0.005444627	12	9	226	0.039839478	0.041399109	29	"Voluntary Sector"	"Capital"	95.8893643
"302"	301	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.9999215	315278	469810.42	0	7	0.001839108	0.001328523	13	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	112.7003699
"303"	302	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.9999265	91839	122962.61	0	4	0.001736347	7.01e-05	13	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	87.10801394
"304"	303	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99990638	144204	218105.82	41.48350777	7	0.001466021	0.002316885	13	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	85.8276644
"305"	304	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99991233	256639	499355.81	0	12	0.052365054	0.007622131	24	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	70.94662638
"306"	305	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99998374	138343	265996.72	54.02059337	13	0.002189678	0.004820047	4	4	55	0.001642688	0.002425652	18	"Voluntary Sector"	"Capital"	96.34146341
"307"	306	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99995191	336843.99	747817.44	90.04488319	4	0.031586341	0.002287009	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	105.6768559
"308"	307	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.76838672	317193	677938.27	13.0038926	11	0.006708506	0.00239887	12	4	138	0.009355966	0.030900916	29	"Voluntary Sector"	"Capital"	130.7803468
"309"	308	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.99997445	891807	1923064.8	49.06573187	5	0.005606302	0.000865717	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	93.72156506
"310"	309	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.99997977	127513	313774.68	19.32887078	5	0.002714261	0.00083885	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	81.95488722
"311"	310	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.00003389	114181	271133.2	13.26292005	3	0.001730204	1.53e-05	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	98.37398374
"312"	311	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99999469	423760	804733.66	46.4990002	4	0.012477221	0.000908601	8	6	353	0.066805192	0.176729842	36	"Government Department/Agencies"	"Capital"	103.4262295
"313"	312	"LUPS ESF"	"Priority 1: Progressing into Employment"	34.99997562	502453	1480210.44	11.314814	5	0.018703421	0.001512583	11	8	188	0.016047518	0.043519698	27	"Voluntary Sector"	"Capital"	326.4593909
"314"	313	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.00001308	464709	1222957.51	35.15550593	18	0.008506276	0.007018051	11	8	188	0.016047518	0.043519698	27	"Voluntary Sector"	"Capital"	46.05451937
"315"	314	"LUPS ESF"	"Priority 1: Progressing into Employment"	41.0770395	149817	326754.48	89.59001102	7	0.002521187	0.001284851	12	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	94.52269171
"316"	315	"LUPS ESF"	"Priority 1: Progressing into Employment"	25.88982556	128558	734362.02	112.257122	5	0.040609956	0.004029758	24	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	187.244898
"317"	316	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99995333	96425	206690.26	96.45892719	5	0.00207843	0.001060175	12	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	53.89150943
"318"	317	"LUPS ESF"	"Priority 1: Progressing into Employment"	20.63492063	33306	45172.95	27.98715661	8	0.00139602	0.003293117	12	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	NA
"319"	318	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.99993416	429683	989903.4	94.45562013	4	0.00199696	0.000865572	3	5	146	0.017236753	0.016761934	28	"Voluntary Sector"	"Capital"	161.6901408
"320"	319	"LUPS ESF"	"Priority 1: Progressing into Employment"	30.00641261	104816	337426.31	19.40393688	7	0.000827681	0.001974238	5	5	44	0.002853045	0.003249265	16	"Further Education"	"Capital"	178.2273603
"321"	320	"LUPS ESF"	"Priority 1: Progressing into Employment"	27.67525085	149797	542418.07	47.3886326	5	0.001511614	0.000937718	4	4	126	0.01123909	0.016947436	26	"Voluntary Sector"	"Capital"	127.9012346
"322"	321	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.00000709	484013.8	1196554.67	74.38531134	6	0.002658933	0.002271844	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	95.54545455
"323"	322	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99982126	239170	533023.92	100.2884188	19	0.01027587	0.006836622	3	3	36	0.000190976	0.00375309	20	"Voluntary Sector"	"Capital"	61.31178707
"324"	323	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.94642988	749803	1562220.99	55.2918253	6	0.00261534	0.001746741	9	5	101	0.007210246	0.01782127	29	"Voluntary Sector"	"Capital"	60.591133
"325"	324	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.90769835	745057	1517650.36	55.94152831	7	0.001538923	0.002615576	6	5	101	0.007210246	0.01782127	29	"Voluntary Sector"	"Capital"	95.27093596
"326"	325	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99981312	85614	182051.42	37.18173578	6	0.002081682	0.00223028	1	1	5	1e-05	0.000177673	5	"Economic and Social Development Body"	"Capital"	101.659751
"327"	326	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.21987383	110050	182167.61	46.07069554	7	0.001555234	0.002427318	2	2	14	0.000225836	0.000150172	8	"Voluntary Sector"	"Capital"	111.4427861
"328"	327	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99990807	465034	1024358.66	92.46870606	13	0.000119867	0.006240794	1	1	12	1e-05	1.02e-05	12	"Economic and Social Development Body"	"Capital"	77.94951056
"329"	328	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.00002254	505729	1200275.87	63.84871193	5	0.001183859	0.000741222	5	3	45	0.001128224	0.00164734	18	"Voluntary Sector"	"Capital"	68.21621622
"330"	329	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99997923	415990	925347.31	59.56712693	12	0.001033488	0.003746208	2	4	40	0.003194374	0.002108276	17	"Voluntary Sector"	"Capital"	66.35416667
"331"	330	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.49997457	282210	534964.63	59.76862903	19	0.017228299	0.010139745	11	5	63	0.008109401	0.010209599	22	"Voluntary Sector"	"Capital"	50.36603221
"332"	331	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.54511665	92281	166476.44	41.92495764	9	0.006975096	0.003555643	5	2	41	0.000709154	0.003184827	19	"Voluntary Sector"	"Capital"	86.76923077
"333"	332	"LUPS ESF"	"Priority 1: Progressing into Employment"	34.84683606	1584471	4546958.08	79.36801044	9	0.005936353	0.000367503	3	2	72	0.001418855	0.025868786	29	"Local Authority"	"Capital"	136.1117606
"334"	333	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.00014908	107324	197756.9	0	11	0.002539244	0.003680837	7	2	48	0.001974872	0.010356932	23	"Further Education"	"Capital"	86.41063516
"335"	334	"LUPS ESF"	"Priority 1: Progressing into Employment"	33.82987969	174391	434674.9	10.86715655	7	0.004468053	0.00129237	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	80.63241107
"336"	335	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99991116	101311	140987.57	0	4	0.00067026	0.001093119	2	1	15	0.000185155	0.000478644	10	"Voluntary Sector"	"Capital"	39.82300885
"337"	336	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99967072	97182	239648.3	16.03365205	7	0.000790464	0.002193649	3	4	55	0.00413384	0.003606908	17	"Economic and Social Development Body"	"Capital"	80.23255814
"338"	337	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99997469	266718	558243.27	29.49384941	7	0.007205467	0.002281085	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	127.2918862
"339"	338	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.62305908	2195601.91	4920330.33	80.10975637	18	0.075921558	0.010985298	24	2	53	0.001673476	0.016273347	21	"Local Authority"	"Capital"	134.8718952
"340"	339	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00000827	1088453	2411162.75	68.75133207	7	0.003811516	0.002127619	3	4	125	0.011118241	0.029744722	27	"Local Authority"	"Capital"	59.64912281
"341"	340	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.72999882	10073042.99	23034629	92.09129311	2	0.009934654	0.000142379	12	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	116.1969247
"342"	341	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99975406	128081	233581.29	58.00584627	3	1.13e-05	0.001041503	3	4	9	0.003685123	0.000166758	3	"Voluntary Sector"	"Capital"	127.6041667
"343"	342	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.29422828	3099697.97	3587534.31	44.32104648	2	0.000672224	4.21e-05	2	4	50	0.00336271	0.009445309	23	"Local Authority"	"Capital"	20.62426945
"344"	343	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.78774674	904904	2163444	0	19	0.0035245	0.007870781	11	9	226	0.039839478	0.041399109	29	"Voluntary Sector"	"Capital"	78.54545455
"345"	344	"LUPS ESF"	"Priority 2: Progressing through Employment"	41.26722714	88453	137707.26	11.86467421	9	0.002826991	0.001834277	3	4	18	0.004690362	0.003060629	8	"Further Education"	"Capital"	143.4482759
"346"	345	"LUPS ESF"	"Priority 2: Progressing through Employment"	42.99995732	141039	307633.64	71.8343557	7	0.004687178	0.002505611	2	4	66	0.003217296	0.010394901	23	"Further Education"	"Capital"	120.8982036
"347"	346	"LUPS ESF"	"Priority 2: Progressing through Employment"	45.00000311	2895545	6401893.29	84.86360463	10	0.027687502	0.007954751	4	5	48	0.003034272	0.007464121	19	"Further Education"	"Capital"	77.67399741
"348"	347	"LUPS ESF"	"Priority 2: Progressing through Employment"	39.99998834	685817	1712865.55	99.90216343	10	0.013862074	0.003445993	4	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	130.1378446
"349"	348	"LUPS ESF"	"Priority 2: Progressing through Employment"	34.49998864	91140	247792.16	60.51863923	22	0.016520289	0.010129784	4	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	65.28301887
"350"	349	"LUPS ESF"	"Priority 2: Progressing through Employment"	37.9999617	277801	717117.6	98.09338819	4	0.004163146	0.000115185	0	5	82	0.006388513	0.031137274	26	"Local Authority"	"Capital"	203.3254157
"351"	350	"LUPS ESF"	"Priority 2: Progressing through Employment"	39.99990652	85581	162529.06	44.14962165	4	0.002206833	0.00105231	0	2	64	0.002388885	0.009610946	21	"Higher Education"	"Capital"	100.6764374
"352"	351	"LUPS ESF"	"Priority 2: Progressing through Employment"	24.18320438	229292.75	837296.8	53.27578464	8	0.021226465	0.001740399	3	1	140	0.001019071	0.02278031	20	"Further Education"	"Capital"	32.05151794
"353"	352	"LUPS ESF"	"Priority 2: Progressing through Employment"	26.03396617	273353	999801.83	14.60887574	13	0.031810909	0.004706529	4	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	62.19569508
"354"	353	"LUPS ESF"	"Priority 2: Progressing through Employment"	43.13351108	745017.54	1727236.02	95.05305592	15	0.00693684	0.003198001	3	2	35	0.000494551	0.002764478	15	"Economic and Social Development Body"	"Capital"	86.4126251
"355"	354	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99983063	132844	276526.31	0	3	0.003427271	0.000568765	0	3	53	0.002638535	0.014735901	21	"Higher Education"	"Capital"	97.31543624
"356"	355	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.9998683	239186	633127.09	30.11833579	4	0.004783232	0.000958233	2	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	98.80239521
"357"	356	"LUPS ESF"	"Priority 2: Progressing through Employment"	42.60329964	522828.95	1017782.36	47.80988426	11	0.000706394	0.003735876	1	1	37	0.001527933	0.003337811	16	"Voluntary Sector"	"Capital"	65.89635854
"358"	357	"LUPS ESF"	"Priority 2: Progressing through Employment"	43.0098392	780666	1119538.96	55.83854658	16	0.01454152	0.004672161	4	4	138	0.009355966	0.030900916	29	"Voluntary Sector"	"Capital"	70.7278481
"359"	358	"LUPS ESF"	"Priority 2: Progressing through Employment"	41.00004176	304347	712247.25	95.9502377	9	0.009133647	0.003490342	4	5	146	0.017236753	0.016761934	28	"Voluntary Sector"	"Capital"	150.7044534
"360"	359	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.46215303	410929	726793.68	64.07767398	17	0.009726693	0.007145567	4	2	39	0.000445769	0.004774406	18	"Voluntary Sector"	"Capital"	49.54751131
"361"	360	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99996274	483053	1134253.37	24.56738913	8	0.005164291	0.001774367	4	5	44	0.002853045	0.003249265	16	"Further Education"	"Capital"	100.2743484
"362"	361	"LUPS ESF"	"Priority 2: Progressing through Employment"	40.00009488	168634	421584	61.77098277	9	0.004025994	0.003433911	4	4	50	0.00336271	0.009445309	23	"Local Authority"	"Capital"	229.4825511
"363"	362	"LUPS ESF"	"Priority 2: Progressing through Employment"	48.18183989	195692.47	377902.79	76.82103586	5	0.001844938	0.00136205	3	3	33	0.000395301	0.001279148	25	"Higher Education"	"Capital"	126.4912281
"364"	363	"LUPS ESF"	"Priority 2: Progressing through Employment"	43.4910404	279376.01	641395.05	58.66628488	12	0.004742387	0.003397919	3	1	86	0.00566596	0.026756297	23	"Local Authority"	"Capital"	92.56457565
"365"	364	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.9899988	108592.81	245688.6	28.61745197	4	0.001041291	0.000765882	2	9	191	0.008410047	0.013876805	25	"Voluntary Sector"	"Capital"	47.5
"366"	365	"LUPS ESF"	"Priority 2: Progressing through Employment"	42.83367431	196595	396927.08	20.69693206	8	0.001664727	0.00217937	0	3	44	0.00178266	0.003855782	19	"Further Education"	"Capital"	157.4930362
"367"	366	"LUPS ESF"	"Priority 2: Progressing through Employment"	39.99994542	439735	1099151.65	51.83519369	2	0.000141738	0.00052082	0	4	40	0.003194374	0.002108276	17	"Voluntary Sector"	"Capital"	116.17357
"368"	367	"LUPS ESF"	"Priority 2: Progressing through Employment"	42.49999986	231302.42	535292.92	84.30716694	14	0.001809	0.006042178	1	2	85	0.007384865	0.021230556	24	"Local Authority"	"Capital"	67.66917293
"369"	368	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99985185	91122	163751.1	19.25878298	6	0.001227196	0.002115361	2	9	191	0.008410047	0.013876805	25	"Voluntary Sector"	"Capital"	51.5060241
"370"	369	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99999277	311296	539787.88	67.99390982	15	0.053913438	0.012242894	4	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	97.46666667
"371"	370	"LUPS ESF"	"Priority 2: Progressing through Employment"	38.00000041	148702.05	382770.81	97.81499943	18	0.100436415	0.021688391	4	8	188	0.016047518	0.043519698	27	"Voluntary Sector"	"Capital"	55.0049554
"372"	371	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.9999651	967146	2149215	53.95092208	11	0.004976565	0.002969447	2	2	66	0.00406417	0.009985097	23	"Further Education"	"Capital"	220.6085754
"373"	372	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99999075	730020	1614806.25	17.50977182	8	0.013697329	0.003610368	1	5	48	0.003034272	0.007464121	19	"Further Education"	"Capital"	203.4956305
"374"	373	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99996676	609228	1353729.45	20.26925614	4	0.000410294	0.000717717	4	5	86	0.003044348	0.005285533	29	"Government Department/Agencies"	"Capital"	81.16883117
"375"	374	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99995581	152733	328079.18	21.92628319	3	0.000397082	0.000304815	4	5	86	0.003044348	0.005285533	29	"Government Department/Agencies"	"Capital"	186.4864865
"376"	375	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99999924	387278.71	854291.62	91.30476345	17	0.010572689	0.009081346	1	1	31	0.000962847	0.001278635	16	"Voluntary Sector"	"Capital"	0.081168831
"377"	376	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	40.00000528	181748.04	458726.35	87.7933259	9	0.002849553	0.002249598	2	4	104	0.00712184	0.020439319	32	"Local Authority"	"Capital"	100
